"project","directory","files","year","horizontal_epsg","horizontal_projection","geometry"
"FL_Peninsular_Marion_2018","s3://spotable-geo-us-west-2/point-cloud/us/FL_Peninsular_2018_D18/FL_Peninsular_Marion_2018","1814","2018","EPSG:2237","NAD83 / Florida West ftUS","SRID=4326;MULTIPOLYGON (((-81.94110121 28.96893913, -81.94110899 28.95518815, -81.65968535 28.95477070, -81.65941504 29.03727475, -81.64376819 29.03723416, -81.64291289 29.28473979, -81.65859730 29.28478079, -81.65855157 29.29853086, -81.67423811 29.29857004, -81.67419445 29.31232010, -81.68988313 29.31235745, -81.68984154 29.32610751, -81.65846001 29.32603091, -81.65836833 29.35353084, -81.67406329 29.35357011, -81.67401950 29.36732005, -81.73680807 29.36745873, -81.73666643 29.42245855, -81.78378346 29.42254335, -81.78366683 29.47754289, -81.84652370 29.47763024, -81.84648225 29.50512994, -82.00366767 29.50521849, -82.00366717 29.49146861, -82.03510005 29.49146403, -82.03509531 29.47771412, -82.06652394 29.47770211, -82.06650599 29.45020222, -82.11363616 29.45017034, -82.11362085 29.43642037, -82.20786816 29.43630662, -82.20789618 29.45005652, -82.17647623 29.45010188, -82.17652385 29.47760166, -82.19223807 29.47757989, -82.19226402 29.49132972, -82.39657427 29.49087755, -82.39545787 29.20213030, -82.52083043 29.20170116, -82.52006881 29.05045025, -82.44182584 29.05073049, -82.44176727 29.03698008, -82.42612062 29.03703063, -82.42606416 29.02328016, -82.37913021 29.02342079, -82.37908000 29.00967022, -82.34779466 29.00975482, -82.34774863 28.99600417, -82.33210798 28.99604371, -82.33206405 28.98229301, -82.31642544 28.98233072, -82.31638361 28.96857997, -81.94110121 28.96893913)))"
"FL_Peninsular_Pinellas_2018","s3://spotable-geo-us-west-2/point-cloud/us/FL_Peninsular_2018_D18/FL_Peninsular_Pinellas_2018","489","2018","EPSG:2237","NAD83 / Florida West ftUS","SRID=4326;MULTIPOLYGON (((-82.71378167 27.60563366, -82.71387082 27.61938629, -82.69843115 27.61946487, -82.69851844 27.63321753, -82.66763507 27.63336963, -82.66796938 27.68838032, -82.63707030 27.68852588, -82.63715016 27.70227857, -82.62169860 27.70234880, -82.62177657 27.71610151, -82.60632302 27.71617006, -82.60662770 27.77118075, -82.59116633 27.77124773, -82.59138956 27.81250558, -82.57592230 27.81257094, -82.57606749 27.84007611, -82.59153865 27.84001067, -82.59168795 27.86751565, -82.57621289 27.86758117, -82.57628566 27.88133366, -82.60723964 27.88120081, -82.60731638 27.89495319, -82.62279525 27.89488412, -82.62287399 27.90863644, -82.60739317 27.90870555, -82.60747002 27.92245787, -82.68488335 27.92209472, -82.68497005 27.93584681, -82.70045449 27.93576892, -82.70054321 27.94952093, -82.68505681 27.94959887, -82.68514363 27.96335091, -82.63867815 27.96357441, -82.63875914 27.97732654, -82.66974011 27.97717920, -82.66982509 27.99093123, -82.65433267 27.99100581, -82.65441574 28.00475785, -82.63892129 28.00483073, -82.63998087 28.18360525, -82.81069891 28.18270078, -82.81038809 28.14144710, -82.79487455 28.14153796, -82.79446905 28.08653245, -82.80997468 28.08644179, -82.81007792 28.10019316, -82.82558545 28.10010070, -82.82590155 28.14135448, -82.84141494 28.14126010, -82.84130752 28.12750893, -82.85681885 28.12741285, -82.85670953 28.11366170, -82.84120017 28.11375772, -82.83991791 27.94874109, -82.85540363 27.94864573, -82.85443144 27.82488111, -82.83896332 27.82497597, -82.83885762 27.81122416, -82.82339137 27.81131723, -82.82328770 27.79756533, -82.80782332 27.79765663, -82.80772167 27.78390465, -82.79225917 27.78399416, -82.79215953 27.77024210, -82.77669890 27.77032983, -82.77650372 27.74282552, -82.76104691 27.74291142, -82.76085588 27.71540691, -82.74540288 27.71549099, -82.74512266 27.67423386, -82.76056986 27.67414993, -82.76028444 27.63289270, -82.74484304 27.63297649, -82.74465695 27.60547143, -82.71378167 27.60563366)), ((-82.82600706 28.15510568, -82.82621832 28.18260800, -82.85725692 28.18241717, -82.85703773 28.15491507, -82.82600706 28.15510568)))"
"FL_Peninsular_Putnam_2018","s3://spotable-geo-us-west-2/point-cloud/us/FL_Peninsular_2018_D18/FL_Peninsular_Putnam_2018","892","2018","EPSG:2236","NAD83 / Florida East ftUS","SRID=4326;MULTIPOLYGON (((-81.50597136 29.36675870, -81.50603936 29.38050830, -81.49034059 29.38056696, -81.49067074 29.44931472, -81.50638008 29.44925590, -81.50644837 29.46300533, -81.52215978 29.46294462, -81.52293746 29.61418613, -81.53867222 29.61412318, -81.53947943 29.76536083, -81.55523772 29.76529563, -81.55531356 29.77904430, -81.57107394 29.77897717, -81.57123009 29.80647435, -81.58699473 29.80640527, -81.58715541 29.83390226, -81.80791424 29.83273649, -81.80780366 29.81898866, -81.82356947 29.81889133, -81.82345681 29.80514352, -81.83922038 29.80504436, -81.83910565 29.79129658, -81.90215051 29.79088139, -81.90202724 29.77713381, -81.91778609 29.77702537, -81.91741036 29.73578263, -81.99617104 29.73521325, -81.99603523 29.72146592, -82.01178495 29.72134649, -82.01164709 29.70759920, -82.05888922 29.70722987, -82.05645153 29.47352504, -82.02502935 29.47377080, -82.02516771 29.48751852, -81.99374091 29.48775699, -81.99387512 29.50150481, -81.85243097 29.50248665, -81.85220081 29.47498989, -81.78935157 29.47537755, -81.78892609 29.42038283, -81.74181378 29.42065350, -81.74141480 29.36565771, -81.67863120 29.36599194, -81.67854006 29.35224274, -81.66284611 29.35232163, -81.66275714 29.33857236, -81.63137326 29.33872452, -81.63145802 29.35247389, -81.61576388 29.35254724, -81.61584659 29.36629662, -81.60015029 29.36636817, -81.60006969 29.35261876, -81.56868114 29.35275624, -81.56875752 29.36650574, -81.50597136 29.36675870)))"
"FL_Peninsular_Seminole_2018","s3://spotable-geo-us-west-2/point-cloud/us/FL_Peninsular_2018_D18/FL_Peninsular_Seminole_2018","354","2018","EPSG:2236","NAD83 / Florida East ftUS","SRID=4326;MULTIPOLYGON (((-81.09715034 28.62513408, -81.09718837 28.66638892, -81.08159666 28.66639921, -81.08160732 28.68015078, -81.05041982 28.68016598, -81.05042641 28.69391753, -81.03483062 28.69392244, -81.03483517 28.70767396, -81.01923733 28.70767708, -81.01924237 28.73518003, -81.03484429 28.73517691, -81.03484885 28.74892835, -81.05045281 28.74892342, -81.05048591 28.81768016, -81.08171429 28.81766487, -81.08172502 28.83141612, -81.12857368 28.83137961, -81.12855679 28.81762838, -81.14417094 28.81761260, -81.14415200 28.80386135, -81.20660024 28.80378023, -81.20665453 28.83128262, -81.22227065 28.83125780, -81.22229987 28.84500893, -81.34724438 28.84474515, -81.34738152 28.88599795, -81.37862969 28.88591378, -81.37857983 28.87216292, -81.39420181 28.87211814, -81.39409809 28.84461639, -81.40971592 28.84456986, -81.40966206 28.83081897, -81.42527780 28.83077065, -81.42511029 28.78951790, -81.40950070 28.78956613, -81.40928608 28.73456196, -81.42488749 28.73451383, -81.42477632 28.70701163, -81.45597086 28.70691010, -81.45573271 28.65190558, -81.31542945 28.65230495, -81.31534720 28.62480207, -81.09715034 28.62513408)))"
"FL_Peninsular_Sumter_2018","s3://spotable-geo-us-west-2/point-cloud/us/FL_Peninsular_2018_D18/FL_Peninsular_Sumter_2018","687","2018","EPSG:2237","NAD83 / Florida West ftUS","SRID=4326;MULTIPOLYGON (((-81.97253666 28.35012706, -81.95699138 28.35012305, -81.95689661 28.58390690, -81.94131708 28.58390106, -81.94110121 28.96893913, -82.31638361 28.96857997, -82.31630003 28.94107838, -82.30066759 28.94111421, -82.30058825 28.91361247, -82.28495991 28.91364644, -82.28488480 28.88614455, -82.26926055 28.88617668, -82.26922510 28.87242567, -82.25360288 28.87245597, -82.25356950 28.85870492, -82.23794932 28.85873338, -82.23791802 28.84498229, -82.22229987 28.84500893, -82.22227065 28.83125780, -82.20665453 28.83128262, -82.20662738 28.81753144, -82.19101329 28.81755444, -82.19091307 28.76254939, -82.22212483 28.76250169, -82.22209573 28.74875038, -82.23769954 28.74872384, -82.23766841 28.73497252, -82.25327016 28.73494420, -82.25320389 28.70744151, -82.26880153 28.70741142, -82.26869619 28.66615723, -82.25310467 28.66618727, -82.25303863 28.63868430, -82.23745115 28.63871251, -82.23738927 28.61120940, -82.22180583 28.61123578, -82.22177695 28.59748417, -82.20619552 28.59750875, -82.20616869 28.58375710, -82.17500982 28.58380087, -82.17498706 28.57004916, -82.15940963 28.57006835, -82.15943036 28.58382007, -82.14385089 28.58383749, -82.14383218 28.57008576, -82.12825472 28.57010137, -82.12823805 28.55634961, -82.09708715 28.55637546, -82.09706194 28.52887181, -82.08149052 28.52888205, -82.08150110 28.54263389, -82.05035420 28.54264901, -82.05032155 28.47388948, -82.06588491 28.47388283, -82.06579142 28.32260945, -82.03470887 28.32262090, -82.03471333 28.33637317, -82.00362677 28.33637754, -82.00362630 28.32262526, -81.97254373 28.32262255, -81.97253666 28.35012706)))"
"FL_Peninsular_Volusia_2018","s3://spotable-geo-us-west-2/point-cloud/us/FL_Peninsular_2018_D18/FL_Peninsular_Volusia_2018","1375","2018","EPSG:2236","NAD83 / Florida East ftUS","SRID=4326;MULTIPOLYGON (((-80.98803226 28.79018645, -80.97242215 28.79018417, -80.97240766 28.84518929, -80.94117106 28.84517929, -80.94115558 28.87268167, -80.95677798 28.87268758, -80.95676660 28.90018986, -80.90988704 28.90016666, -80.90992263 28.85891324, -80.89430230 28.85890190, -80.89435785 28.80389698, -80.73823740 28.80368455, -80.73816862 28.83118683, -80.75378468 28.83121623, -80.75371991 28.85871843, -80.76934011 28.85874605, -80.76927936 28.88624817, -80.78490369 28.88627401, -80.78487535 28.90002504, -80.80050175 28.90004909, -80.80044913 28.92755110, -80.81607967 28.92757336, -80.81603110 28.95507527, -80.83166579 28.95509574, -80.83164355 28.96884667, -80.84728032 28.96886533, -80.84723992 28.99636713, -80.86288084 28.99638399, -80.86284453 29.02388569, -80.87848961 29.02390075, -80.87847350 29.03765157, -80.89412067 29.03766481, -80.89407852 29.07891711, -80.90973192 29.07892856, -80.90971993 29.09267927, -80.92537542 29.09268890, -80.92535558 29.12019026, -80.94101524 29.12019806, -80.94100739 29.13394870, -80.95666914 29.13395468, -80.95665760 29.16145589, -80.97232353 29.16146004, -80.97231245 29.20271165, -80.98798465 29.20271397, -80.98798144 29.23021490, -81.00365782 29.23021539, -81.00365880 29.25771621, -81.01933937 29.25771487, -81.01934455 29.28521557, -81.03502932 29.28521238, -81.03504341 29.32646322, -81.05073448 29.32645818, -81.05074810 29.35395859, -81.06644339 29.35395170, -81.06647018 29.39520209, -81.08217178 29.39519334, -81.08219391 29.42269345, -81.09789973 29.42268283, -81.09791292 29.43643284, -81.12932877 29.43640604, -81.12931135 29.42265605, -81.14501714 29.42263988, -81.14499762 29.40888987, -81.16070129 29.40887185, -81.16048576 29.27137028, -81.41140439 29.27083343, -81.41195688 29.40833200, -81.44336326 29.40823121, -81.44330361 29.39448153, -81.45900463 29.39442839, -81.45894291 29.38067872, -81.50603936 29.38050830, -81.50597136 29.36675870, -81.56875752 29.36650574, -81.56868114 29.35275624, -81.58437544 29.35268842, -81.58429700 29.33893894, -81.56860480 29.33900672, -81.56845230 29.31150760, -81.55276425 29.31157346, -81.55246828 29.25657472, -81.53678858 29.25663860, -81.53664509 29.22913898, -81.55232059 29.22907518, -81.55224683 29.21532536, -81.58359350 29.21519232, -81.58351560 29.20144255, -81.59918676 29.20137331, -81.59934679 29.22887274, -81.61502208 29.22880159, -81.61543362 29.29754946, -81.63111934 29.29747627, -81.63128856 29.32497513, -81.64697843 29.32490001, -81.64706523 29.33864936, -81.69414077 29.33841281, -81.69395460 29.31091435, -81.67826702 29.31099495, -81.67817614 29.29724563, -81.66249060 29.29732435, -81.66240188 29.28357496, -81.64671838 29.28365180, -81.64637249 29.22865377, -81.63069731 29.22872860, -81.63044480 29.18747965, -81.56776863 29.18776012, -81.56769294 29.17401026, -81.53635871 29.17413942, -81.53621582 29.14663946, -81.52055280 29.14670122, -81.52041428 29.11920109, -81.50475538 29.11926095, -81.50462121 29.09176063, -81.47331160 29.09187474, -81.47324875 29.07812448, -81.45759595 29.07817876, -81.45747452 29.05067809, -81.44182584 29.05073049, -81.44176727 29.03698008, -81.42612062 29.03703063, -81.42600773 29.00952966, -81.41036519 29.00957833, -81.41025660 28.98207720, -81.39461816 28.98212400, -81.39456599 28.96837337, -81.37892958 28.96841832, -81.37882948 28.94091692, -81.36319717 28.94096001, -81.36300562 28.88595677, -81.34738152 28.88599795, -81.34724438 28.84474515, -81.22229987 28.84500893, -81.22227065 28.83125780, -81.20665453 28.83128262, -81.20660024 28.80378023, -81.14415200 28.80386135, -81.14417094 28.81761260, -81.12855679 28.81762838, -81.12857368 28.83137961, -81.08172502 28.83141612, -81.08171429 28.81766487, -81.05048591 28.81768016, -81.05045281 28.74892342, -80.98803696 28.74893231, -80.98803226 28.79018645)))"
"FL_Southeast_B1_2018","s3://spotable-geo-us-west-2/point-cloud/us/FL_Southeast_2018_D18_SUPPLEMENTAL/FL_Southeast_B1_2018","512","2018","EPSG:6350","NAD83(2011) / Conus Albers","SRID=4326;MULTIPOLYGON (((-80.21746465 25.95536467, -80.21582905 25.96434895, -80.14753226 25.95378375, -80.14588952 25.96276697, -80.10686630 25.95670882, -80.08542921 26.07345957, -80.09519717 26.07497698, -80.09024494 26.10191318, -80.10001616 26.10343000, -80.09671493 26.12138631, -80.08694175 26.11986926, -80.05217608 26.30834207, -80.06196981 26.30986153, -80.05699394 26.33677675, -80.12558017 26.34738926, -80.12723227 26.33841698, -80.16642797 26.34446031, -80.20916138 26.11107379, -80.19938740 26.10956732, -80.20102741 26.10058734, -80.21080040 26.10209370, -80.21899050 26.05718910, -80.19945460 26.05417658, -80.20437047 26.02723120, -80.22390051 26.03024304, -80.23697909 25.95837471, -80.21746465 25.95536467)))"
"FL_Southeast_B2_2018","s3://spotable-geo-us-west-2/point-cloud/us/FL_Southeast_2018_D18_SUPPLEMENTAL/FL_Southeast_B2_2018","3796","2018","EPSG:6350","NAD83(2011) / Conus Albers","SRID=4326;MULTIPOLYGON (((-80.93641709 25.74073191, -80.93485918 25.74973339, -80.88613288 25.74252671, -80.88456978 25.75152738, -80.86507955 25.74863798, -80.86038249 25.77563766, -80.87013037 25.77708315, -80.86073342 25.83107562, -80.87048747 25.83252081, -80.85951656 25.89550013, -80.86927776 25.89694515, -80.85986742 25.95091726, -80.86963480 25.95236200, -80.86649740 25.97035071, -80.87626707 25.97179473, -80.87313033 25.98978256, -80.88290227 25.99122586, -80.87505969 26.03619115, -80.88483685 26.03763407, -80.87699109 26.08259303, -80.88677348 26.08403556, -80.87892455 26.12898823, -80.88871217 26.13043037, -80.88086006 26.17537676, -80.93962206 26.18401325, -80.94118722 26.17502387, -80.99995493 26.18362613, -81.01086079 26.12068827, -81.00107225 26.11925765, -81.01041352 26.06530093, -81.00063119 26.06387002, -81.00996681 26.00990409, -81.00019069 26.00847290, -81.00952067 25.95449773, -81.07791907 25.96449205, -81.07946609 25.95549448, -81.11855397 25.96118460, -81.13242764 25.88019021, -81.12266400 25.87877003, -81.12574551 25.86076845, -81.11598414 25.85934755, -81.11752540 25.85034645, -81.10776533 25.84892473, -81.11084885 25.83092191, -81.10109105 25.82949947, -81.10263331 25.82049775, -81.09287681 25.81907448, -81.09596233 25.80107042, -81.08620810 25.79964643, -81.08929431 25.78164147, -81.07954234 25.78021676, -81.08262924 25.76221090, -81.07287954 25.76078547, -81.07442349 25.75178223, -80.99644511 25.74034621, -80.99489336 25.74934861, -80.93641709 25.74073191)), ((-80.77266610 25.76258648, -80.77109101 25.77158485, -80.76134538 25.77012996, -80.76449719 25.75213317, -80.68655939 25.74046235, -80.68497587 25.74946002, -80.67523413 25.74799688, -80.66095905 25.82896238, -80.67070955 25.83042650, -80.66277242 25.87539812, -80.67252812 25.87686185, -80.66140927 25.93981122, -80.67117212 25.94127479, -80.66799433 25.95925805, -80.60941042 25.95046137, -80.60781517 25.95945193, -80.53947536 25.94914604, -80.53787295 25.95813555, -80.51834830 25.95518241, -80.51353324 25.98214863, -80.49400405 25.97919111, -80.48918016 26.00615417, -80.47941314 26.00467368, -80.47780354 26.01366071, -80.45826852 26.01069672, -80.46149129 25.99272284, -80.45172624 25.99123968, -80.45817172 25.95528904, -80.37033623 25.94190269, -80.36709660 25.95987656, -80.30854287 25.95090914, -80.30691671 25.95989499, -80.24836916 25.95089343, -80.24673682 25.95987833, -80.23697909 25.95837471, -80.16642797 26.34446031, -80.19582832 26.34898301, -80.19747320 26.34000966, -80.21707317 26.34301991, -80.21543025 26.35199349, -80.27424417 26.36100254, -80.27260680 26.36997653, -80.31182677 26.37596436, -80.31672604 26.34904022, -80.35593960 26.35501177, -80.35756809 26.34603606, -80.41639260 26.35496473, -80.41801485 26.34598808, -80.47684551 26.35488249, -80.47846152 26.34590488, -80.53729828 26.35476503, -80.53890804 26.34578649, -80.59775086 26.35461238, -80.59935439 26.34563289, -80.65820320 26.35442451, -80.65980049 26.34544409, -80.71865526 26.35420144, -80.72024630 26.34522009, -80.77910699 26.35394317, -80.78069178 26.34496088, -80.83955833 26.35364969, -80.84113688 26.34466647, -80.89019636 26.35188092, -80.89334262 26.33391258, -80.88353205 26.33247178, -80.88195809 26.34145597, -80.82309556 26.33279089, -80.82941309 26.29685514, -80.81960775 26.29540813, -80.82434543 26.26845381, -80.76553798 26.25975413, -80.76395317 26.26873852, -80.74435134 26.26583094, -80.75069648 26.22989266, -80.74089999 26.22843791, -80.75041380 26.17452300, -80.74062353 26.17306798, -80.74220900 26.16408132, -80.77157785 26.16844326, -80.77948560 26.12350422, -80.76970056 26.12205172, -80.77760508 26.07710641, -80.76782528 26.07565352, -80.77730584 26.02171076, -80.76753224 26.02025760, -80.77542867 25.97529828, -80.79496641 25.97820258, -80.79654277 25.96920967, -80.86492822 25.97934465, -80.86649740 25.97035071, -80.83719035 25.96601306, -80.84347560 25.93003583, -80.83371113 25.92858852, -80.84313519 25.87461503, -80.83337691 25.87316743, -80.84279521 25.81918460, -80.83304311 25.81773672, -80.84245566 25.76374451, -80.83270973 25.76229634, -80.83114080 25.77129564, -80.77266610 25.76258648), (-80.20897789 26.27718864, -80.20733538 26.28616389, -80.18774855 26.28315128, -80.18939302 26.27417627, -80.20897789 26.27718864)), ((-80.76607261 25.74313435, -80.76449719 25.75213317, -80.79372920 25.75649439, -80.79530170 25.74749525, -80.76607261 25.74313435)))"
"FL_Southeast_TL_2018","s3://spotable-geo-us-west-2/point-cloud/us/FL_Southeast_2018_D18_SUPPLEMENTAL/FL_Southeast_TL_2018","427","2018","EPSG:6350","NAD83(2011) / Conus Albers","SRID=4326;MULTIPOLYGON (((-80.84402330 25.75474483, -80.79530170 25.74749525, -80.79372920 25.75649439, -80.76449719 25.75213317, -80.76134538 25.77012996, -80.77109101 25.77158485, -80.77266610 25.76258648, -80.83114080 25.77129564, -80.83270973 25.76229634, -80.84245566 25.76374451, -80.84402330 25.75474483)), ((-80.87626707 25.97179473, -80.86649740 25.97035071, -80.86492822 25.97934465, -80.79654277 25.96920967, -80.79496641 25.97820258, -80.77542867 25.97529828, -80.76753224 26.02025760, -80.77730584 26.02171076, -80.76782528 26.07565352, -80.77760508 26.07710641, -80.76970056 26.12205172, -80.77948560 26.12350422, -80.77157785 26.16844326, -80.74220900 26.16408132, -80.74062353 26.17306798, -80.75041380 26.17452300, -80.74089999 26.22843791, -80.75069648 26.22989266, -80.74435134 26.26583094, -80.76395317 26.26873852, -80.76553798 26.25975413, -80.82434543 26.26845381, -80.81960775 26.29540813, -80.82941309 26.29685514, -80.82309556 26.33279089, -80.88195809 26.34145597, -80.88353205 26.33247178, -80.89334262 26.33391258, -80.90277360 26.28000112, -80.89296894 26.27856097, -80.89768301 26.25160192, -80.83887961 26.24294340, -80.84203252 26.22497066, -80.83223506 26.22352453, -80.84011655 26.17858847, -80.86949515 26.18292243, -80.87106753 26.17393408, -80.88086006 26.17537676, -80.88871217 26.13043037, -80.87892455 26.12898823, -80.88677348 26.08403556, -80.87699109 26.08259303, -80.88483685 26.03763407, -80.87505969 26.03619115, -80.88290227 25.99122586, -80.87313033 25.98978256, -80.87626707 25.97179473)), ((-80.20437047 26.02723120, -80.19945460 26.05417658, -80.21899050 26.05718910, -80.22390051 26.03024304, -80.20437047 26.02723120)), ((-80.21080040 26.10209370, -80.20102741 26.10058734, -80.19938740 26.10956732, -80.20916138 26.11107379, -80.21080040 26.10209370)), ((-80.18774855 26.28315128, -80.20733538 26.28616389, -80.20897789 26.27718864, -80.18939302 26.27417627, -80.18774855 26.28315128)))"
"FL_Southwest_A_2018","s3://spotable-geo-us-west-2/point-cloud/us/FL_Southwest_2018_D18_SUPPLEMENTAL/FL_Southwest_A_2018","2950","2018","EPSG:6350","NAD83(2011) / Conus Albers","SRID=4326;MULTIPOLYGON (((-82.05792135 26.40605043, -82.05646753 26.41504974, -82.03679128 26.41238799, -82.03533517 26.42138683, -82.02549650 26.42005444, -82.02403909 26.42905292, -82.01419973 26.42771950, -82.01274102 26.43671761, -82.00290096 26.43538314, -81.99852004 26.46237558, -82.01820643 26.46504418, -82.01674751 26.47404134, -81.98721538 26.47003672, -81.99013890 26.45204276, -81.98029746 26.45070622, -81.98175976 26.44170895, -81.96207977 26.43903326, -81.96354377 26.43003592, -81.93402905 26.42601567, -81.93549572 26.41701837, -81.92565909 26.41567652, -81.92712646 26.40667906, -81.91729112 26.40533637, -81.91875918 26.39633875, -81.89909141 26.39365076, -81.90203059 26.37565514, -81.73493760 26.35265954, -81.73345127 26.36165574, -81.65484200 26.35073986, -81.65334742 26.35973495, -81.58457359 26.35013371, -81.58307175 26.35912780, -81.54377528 26.35362038, -81.53925600 26.38059981, -81.54908262 26.38197839, -81.53853367 26.44492182, -81.54836756 26.44630019, -81.53630084 26.51822045, -81.54614299 26.51959873, -81.54161580 26.54656478, -81.55146126 26.54794244, -81.54240441 26.60186806, -81.55225616 26.60324542, -81.54319403 26.65716221, -81.55305208 26.65853927, -81.54398465 26.71244728, -81.55384901 26.71382404, -81.54326307 26.77670560, -81.63211947 26.78906088, -81.63362368 26.78007763, -81.70274471 26.78963397, -81.70424159 26.78064972, -81.77337085 26.79015932, -81.77486039 26.78117406, -81.83412010 26.78928789, -81.83560332 26.78030175, -81.90474665 26.78972441, -81.90622254 26.78073728, -81.97537387 26.79011318, -81.97684242 26.78112506, -82.04600169 26.79045419, -82.04746290 26.78146510, -82.07710414 26.78544889, -82.08293391 26.74948869, -82.09281091 26.75081433, -82.09717705 26.72384116, -82.10705133 26.72516555, -82.10850511 26.71617387, -82.18750225 26.72673438, -82.18894769 26.71774163, -82.19882268 26.71905736, -82.20026682 26.71006424, -82.22001569 26.71269269, -82.22145752 26.70369911, -82.23133140 26.70501182, -82.22844946 26.72299892, -82.23832565 26.72431090, -82.23400351 26.75128991, -82.22412430 26.74997763, -82.22268198 26.75897002, -82.21280207 26.75765669, -82.20702577 26.79362324, -82.28610565 26.80410675, -82.29184976 26.76813694, -82.28196775 26.76683020, -82.29058099 26.71286836, -82.27082993 26.71025328, -82.27226644 26.70125893, -82.29201549 26.70387382, -82.29775049 26.66789304, -82.28787983 26.66658647, -82.28931384 26.65759073, -82.26957543 26.65497497, -82.27101115 26.64597917, -82.26114339 26.64466999, -82.26257982 26.63567402, -82.25271336 26.63436400, -82.25415049 26.62536788, -82.24428533 26.62405702, -82.24716070 26.60606420, -82.23729785 26.60475260, -82.24304900 26.56876422, -82.23319045 26.56745209, -82.23462850 26.55845444, -82.22477125 26.55714147, -82.22620999 26.54814366, -82.21635404 26.54682986, -82.22067149 26.51983516, -82.21081884 26.51852072, -82.21369765 26.50052314, -82.20384729 26.49920796, -82.20816626 26.47220992, -82.19831920 26.47089411, -82.19975926 26.46189434, -82.18006804 26.45926009, -82.18150979 26.45026026, -82.16182176 26.44762246, -82.16326521 26.43862257, -82.15342264 26.43730236, -82.15486679 26.42830230, -82.12534386 26.42433638, -82.12679070 26.41533636, -82.05792135 26.40605043)))"
